# This is the Oscillation data of the neural bias and output and command data 
# 1 time(s), 2 osc[1].cpgPhase, 3 osc[1].outPhase, 4 -sin(osc[1].outPhase), 5 osc[1].footBias, 6 sDataSet.forceData[1], 7 ctr[1].l_toePos[x], 8 ctr[1].l_toePos[y], 9 ctr[1].l_toePos[z], 10 ctr[1].tAngle, 11 ctr[1].cAngle, 12 ctr[1].fAngle,           13 osc[2].cpgPhase, 14 osc[2].outPhase, 15 -sin(osc[2].outPhase), 16 osc[2].footBias, 17 sDataSet.forceData[2], 18 ctr[2].l_toePos[x], 19 ctr[2].l_toePos[y], 20 ctr[2].l_toePos[z], 21 ctr[2].tAngle, 22 ctr[2].cAngle, 23 ctr[2].fAngle,           
6.55, 0.168402  0.140335  -0.139875 0 0 0.114658 -0.101406 -0.12 -0.724143 -0.0561248 1.50138       3.35833  2.79861  -0.336302 0 0.289178 0.06636 0.185061 -0.12 1.22649 0.165319 1.10757       
6.6, 0.265066  0.220888  -0.219096 0 0 0.114296 -0.102033 -0.12 -0.728769 -0.0558281 1.50018       3.45499  2.87916  -0.259432 0 0.29604 0.0657598 0.186101 -0.12 1.23114 0.172658 1.09982       
6.65, 0.361729  0.301441  -0.296896 0 0 0.113777 -0.102933 -0.12 -0.735404 -0.0553853 1.4984       3.55165  2.95971  -0.18088 0 0.292005 0.0653162 0.186869 -0.12 1.23454 0.178236 1.09405       
6.7, 0.458392  0.381994  -0.372771 0 0 0.113102 -0.104102 -0.12 -0.743986 -0.0547814 1.49601       3.64832  3.04026  -0.101155 0 0.295033 0.065032 0.187361 -0.12 1.23671 0.18188 1.09032       
6.75, 0.555056  0.462546  -0.446228 0 0 0.112277 -0.105531 -0.12 -0.754436 -0.0539963 1.49295       3.74498  3.12082  -0.0207744 0 0.293571 0.0649092 0.187574 -0.12 1.23765 0.183473 1.08871       
6.8, 0.651719  0.543099  -0.516792 0 0.160012 0.111307 -0.107211 -0.12 -0.766659 -0.0530052 1.48917       3.84164  3.23126  0.0895453 0 0.285323 0.0650042 0.187409 -0.114627 1.23692 0.0953414 1.13878       
6.85, 0.748383  0.623652  -0.584004 0 0.242023 0.110198 -0.109132 -0.12 -0.780541 -0.0517783 1.4846       3.93831  3.35209  0.208944 0 0.253876 0.0654556 0.186628 -0.107463 1.23347 -0.0176494 1.20762       
6.9, 0.845046  0.704205  -0.647428 0 0.265037 0.108957 -0.111281 -0.12 -0.79595 -0.0502807 1.47919       4.03497  3.47292  0.325295 0 0.243218 0.0662635 0.185228 -0.100482 1.22724 -0.125035 1.27765       
6.95, 0.941709  0.784758  -0.706654 0 0.262923 0.107593 -0.113644 -0.12 -0.812742 -0.0484725 1.47287       4.13163  3.59375  0.436903 0 0.150847 0.0674161 0.183232 -0.0937858 1.21824 -0.227325 1.34862       
7, 1.03837  0.865311  -0.761297 0 0.224801 0.106114 -0.116205 -0.12 -0.830759 -0.0463091 1.46557       4.2283  3.71458  0.542141 0 0 0.0688966 0.180668 -0.0874716 1.20647 -0.324563 1.42029       
7.05, 1.13504  0.945864  -0.811002 0 0.226113 0.10453 -0.118949 -0.12 -0.84983 -0.0437416 1.45726       4.32496  3.8354  0.639472 0 0 0.0706835 0.177573 -0.0816317 1.19197 -0.416486 1.49237       
7.1, 1.2317  1.02642  -0.855449 0 0.226309 0.102851 -0.121857 -0.12 -0.869778 -0.0407177 1.44788       4.42162  3.95623  0.727479 0 0 0.0727506 0.173992 -0.0763512 1.17476 -0.502586 1.56449       
7.15, 1.32836  1.10697  -0.894347 0 0.230956 0.101088 -0.12491 -0.12 -0.890418 -0.0371824 1.43741       4.51829  4.07706  0.804878 0 0 0.0750678 0.169979 -0.0717073 1.15492 -0.582155 1.63622       
